År,Måned,Snitt Max vekt
2021,11,73055.27272727272
2021,12,66934.0
2022,2,59557.0
2022,3,5606.0
2022,5,62278.0
2022,7,62626.680272108846
2022,8,59344.98064516129
2022,9,65216.0
2022,11,62583.5
2022,12,64254.434782608696
2023,1,64640.59459459459
2023,2,63539.8
2023,3,62534.0
2023,5,63527.0
2023,7,52883.48148148148
2023,8,43329.36046511628
2023,9,21522.967741935485
2023,10,31794.803921568626
2023,11,64459.00602409639
2023,12,65199.02356902357
