Bin Edge Start,Bin Edge End,Count
32300.0,33923.333333333336,5
33923.333333333336,35546.666666666664,1
35546.666666666664,37170.0,0
37170.0,38793.333333333336,0
38793.333333333336,40416.666666666664,0
40416.666666666664,42040.0,1
42040.0,43663.33333333333,0
43663.33333333333,45286.666666666664,1
45286.666666666664,46910.0,0
46910.0,48533.33333333333,0
48533.33333333333,50156.666666666664,0
50156.666666666664,51780.0,1
51780.0,53403.33333333333,0
53403.33333333333,55026.666666666664,0
55026.666666666664,56650.0,0
56650.0,58273.33333333333,0
58273.33333333333,59896.666666666664,0
59896.666666666664,61520.0,1
61520.0,63143.33333333333,3
63143.33333333333,64766.666666666664,3
64766.666666666664,66390.0,3
66390.0,68013.33333333333,4
68013.33333333333,69636.66666666666,2
69636.66666666666,71260.0,2
71260.0,72883.33333333333,2
72883.33333333333,74506.66666666666,0
74506.66666666666,76130.0,2
76130.0,77753.33333333333,0
77753.33333333333,79376.66666666666,0
79376.66666666666,81000.0,1
