År,Måned,Snitt Max vekt
2022,7,67140.0
2022,8,65924.56521739131
2022,9,33000.0
2022,10,33187.86516853933
2022,12,69949.01960784313
2023,1,71194.8813559322
2023,2,72270.0
2023,3,62566.27272727273
2023,4,64446.666666666664
2023,6,50790.0
2023,7,63300.0
2023,8,69030.0
2023,10,42500.0
2023,11,76000.0
