År,Måned,Snitt kapasitetsutnyttelse
2022,1,105.29333333333332
2022,5,103.79666666666667
2022,6,105.10398437500001
2023,1,105.34000000000002
2023,2,107.57131350681537
2023,7,105.14915887850469
2023,9,58.982456140350884
2023,11,75.0
2023,12,75.0
