År,Måned,Snitt kapasitetsutnyttelse
2021,9,99.2676923076923
2023,1,97.89711888111887
2023,6,24.146091307066914
2023,7,24.49230769230769
2023,8,24.469216337133783
2023,9,24.422335025380708
2023,10,24.49230769230769
