Bin Edge Start,Bin Edge End,Count
17260.0,19451.333333333332,177
19451.333333333332,21642.666666666668,0
21642.666666666668,23834.0,0
23834.0,26025.333333333336,0
26025.333333333336,28216.666666666668,0
28216.666666666668,30408.0,0
30408.0,32599.333333333336,0
32599.333333333336,34790.66666666667,0
34790.66666666667,36982.0,0
36982.0,39173.333333333336,0
39173.333333333336,41364.66666666667,0
41364.66666666667,43556.0,0
43556.0,45747.333333333336,0
45747.333333333336,47938.66666666667,0
47938.66666666667,50130.0,0
50130.0,52321.333333333336,0
52321.333333333336,54512.66666666667,0
54512.66666666667,56704.0,0
56704.0,58895.333333333336,0
58895.333333333336,61086.66666666667,0
61086.66666666667,63278.0,0
63278.0,65469.333333333336,0
65469.333333333336,67660.66666666667,0
67660.66666666667,69852.0,0
69852.0,72043.33333333334,0
72043.33333333334,74234.66666666667,5
74234.66666666667,76426.0,21
76426.0,78617.33333333334,10
78617.33333333334,80808.66666666667,1
80808.66666666667,83000.0,1
