År,Måned,Snitt Max vekt
2022,1,63176.0
2022,5,62278.0
2022,6,63062.390625
2023,1,63204.0
2023,2,64542.78810408922
2023,7,63089.495327102806
2023,9,35389.47368421053
2023,11,45000.0
2023,12,45000.0
