År,Måned,Snitt kapasitetsutnyttelse
2021,7,113.09333333333333
2021,10,108.39555555555556
2021,11,106.9221523809524
2021,12,106.73890860215054
2022,1,106.92097777777778
2022,3,103.05733598409543
2022,5,105.63350681536556
2022,7,109.21666666666667
2022,8,105.62666666666667
2022,11,112.83333333333334
2023,1,108.83993449781661
2023,5,104.68333333333332
2023,7,104.90298097251586
2023,8,106.2037728026534
2023,9,108.44443298969072
2023,10,107.03666666666666
2023,11,133.37
2023,12,108.70095833333333
