År,Måned,Snitt kapasitetsutnyttelse
2022,7,98.73529411764707
2022,8,96.94789002557546
2022,9,48.529411764705884
2022,10,48.805684071381364
2022,12,102.86620530565168
2023,1,104.69835493519442
2023,2,106.27941176470588
2023,3,92.00922459893049
2023,4,94.77450980392157
2023,6,74.69117647058823
2023,7,93.08823529411765
2023,8,101.51470588235294
2023,10,62.5
2023,11,111.76470588235294
