Bin Edge Start,Bin Edge End,Count
15599.5,15599.533333333333,0
15599.533333333333,15599.566666666668,0
15599.566666666668,15599.6,0
15599.6,15599.633333333333,0
15599.633333333333,15599.666666666666,0
15599.666666666666,15599.7,0
15599.7,15599.733333333334,0
15599.733333333334,15599.766666666666,0
15599.766666666666,15599.8,0
15599.8,15599.833333333334,0
15599.833333333334,15599.866666666667,0
15599.866666666667,15599.9,0
15599.9,15599.933333333332,0
15599.933333333332,15599.966666666667,0
15599.966666666667,15600.0,0
15600.0,15600.033333333333,2
15600.033333333333,15600.066666666668,0
15600.066666666668,15600.1,0
15600.1,15600.133333333333,0
15600.133333333333,15600.166666666666,0
15600.166666666666,15600.2,0
15600.2,15600.233333333334,0
15600.233333333334,15600.266666666666,0
15600.266666666666,15600.3,0
15600.3,15600.333333333334,0
15600.333333333334,15600.366666666667,0
15600.366666666667,15600.4,0
15600.4,15600.433333333332,0
15600.433333333332,15600.466666666667,0
15600.466666666667,15600.5,0
