År,Måned,Snitt Max vekt
2021,7,67856.0
2021,10,65037.333333333336
2021,11,64153.29142857143
2021,12,64043.34516129032
2022,1,64152.58666666667
2022,3,61834.40159045726
2022,5,63380.104089219334
2022,7,65530.0
2022,8,63376.0
2022,11,67700.0
2023,1,65303.96069868996
2023,5,62810.0
2023,7,62941.788583509515
2023,8,63722.26368159204
2023,9,65066.65979381443
2023,10,64222.0
2023,11,80022.0
2023,12,65220.575
