År,Måned,Snitt Max vekt
2021,9,65333.34117647059
2022,1,63961.33110367893
2022,3,59988.50420168067
2022,4,63540.0
2023,1,63754.9504950495
2023,5,66925.74157303371
2023,6,60686.50136239782
2023,9,15892.81045751634
2023,10,15920.0
