Bin Edge Start,Bin Edge End,Count
45570.0,46462.666666666664,1
46462.666666666664,47355.333333333336,0
47355.333333333336,48248.0,0
48248.0,49140.666666666664,2
49140.666666666664,50033.333333333336,0
50033.333333333336,50926.0,0
50926.0,51818.666666666664,0
51818.666666666664,52711.333333333336,0
52711.333333333336,53604.0,0
53604.0,54496.666666666664,0
54496.666666666664,55389.33333333333,0
55389.33333333333,56282.0,0
56282.0,57174.666666666664,0
57174.666666666664,58067.33333333333,0
58067.33333333333,58960.0,0
58960.0,59852.666666666664,0
59852.666666666664,60745.33333333333,0
60745.33333333333,61638.0,0
61638.0,62530.666666666664,0
62530.666666666664,63423.33333333333,1
63423.33333333333,64316.0,0
64316.0,65208.666666666664,1
65208.666666666664,66101.33333333333,0
66101.33333333333,66994.0,0
66994.0,67886.66666666666,2
67886.66666666666,68779.33333333333,2
68779.33333333333,69672.0,5
69672.0,70564.66666666666,2
70564.66666666666,71457.33333333333,0
71457.33333333333,72350.0,1
