latitude,longitude
60.92976,11.779159
60.93424,11.77799
60.93819,11.775668
60.93891,11.775253
60.939533,11.7748165
60.94231,11.770725
60.943794,11.756546
60.941925,11.742643
60.937794,11.731205
60.933586,11.723752
60.933582,11.706182
60.93278,11.69065
60.932064,11.674675
60.924946,11.666239
60.916424,11.648967
60.909794,11.629663
60.905888,11.607507
60.89957,11.593588
60.894207,11.578038
60.88788,11.56974
60.883007,11.558888
60.881287,11.553571
60.880146,11.550228
60.87577,11.549069
60.868755,11.545812
60.86226,11.5550785
60.85863,11.553626
60.857147,11.553137
60.858433,11.552677
60.858875,11.55388
60.862926,11.553965
60.868942,11.545608
60.87513,11.5485735
60.880108,11.549568
60.880993,11.55264
60.882893,11.558051
60.88376,11.561247
60.886234,11.567683
60.89326,11.575642
60.897472,11.589334
60.902245,11.599221
60.901985,11.59974
60.89956,11.61094
60.896103,11.623675
60.894848,11.634927
60.893826,11.6491
60.89093,11.661411
60.889256,11.674408
60.889484,11.686499
60.892845,11.693947
60.895782,11.701798
60.896526,11.711342
60.89533,11.720083
60.89427,11.729308
60.89293,11.737495
60.89106,11.74778
60.89313,11.75612
60.894093,11.7655
60.898415,11.770342
60.903225,11.767488
60.907795,11.770763
60.910988,11.778948
60.91332,11.786968
60.916718,11.788337
60.920845,11.783738
60.925518,11.780514
60.93033,11.77902
60.93417,11.777988
60.938354,11.775576
60.93874,11.775238
60.941547,11.773592
60.942997,11.763868
60.942875,11.748143
60.940536,11.734567
60.93386,11.729251
60.933727,11.711929
60.933064,11.696785
60.93225,11.680076
60.9289,11.670999
60.91968,11.655977
60.911686,11.637513
60.906605,11.61528
60.90153,11.597379
60.89477,11.580506
60.887745,11.569543
60.882977,11.55887
60.88034,11.552637
60.879192,11.549
60.875507,11.548891
60.871246,11.544637
60.865818,11.54838
60.860806,11.555387
60.858387,11.553808
60.857292,11.553792
60.857086,11.553097
60.8571,11.552997
60.85732,11.553428
60.859035,11.554305
60.85947,11.555254
60.862534,11.554685
60.865273,11.549554
60.86815,11.546432
60.87326,11.54653
60.879047,11.54888
60.880672,11.552303
60.882835,11.557683
60.885376,11.566627
60.88923,11.571583
60.89493,11.580683
60.900192,11.594753
60.902027,11.599977
60.899307,11.613083
60.89586,11.62614
60.894432,11.6392
60.893593,11.652458
60.890865,11.665102
60.888844,11.679388
60.89138,11.689165
60.895195,11.698798
60.89687,11.709388
60.895554,11.719306
60.894478,11.728948
60.89297,11.7378845
60.89104,11.7488
60.89314,11.758293
60.89533,11.768258
60.90024,11.768828
60.90551,11.766863
60.90977,11.773118
60.910023,11.773325
60.910725,11.776432
60.913208,11.786262
60.91691,11.788343
60.921696,11.782348
60.92349,11.780717
60.929016,11.779223
60.934284,11.777997
60.938488,11.775601
60.938835,11.7753105
60.939365,11.77484
60.93964,11.774647
60.941944,11.773394
60.943027,11.762943
60.943615,11.75024
60.941235,11.736683
60.93465,11.730328
60.93399,11.7146845
60.9333,11.698294
60.932312,11.681724
60.93271,11.675548
60.93294,11.675712
60.933064,11.676129
60.931034,11.673345
60.92381,11.664427
60.915623,11.647131
60.909195,11.626815
60.905727,11.605548
60.898216,11.591069
60.893024,11.575316
60.8853,11.566768
60.88205,11.555592
60.88016,11.550141
60.87617,11.549223
60.86919,11.5454445
60.862965,11.553969
60.859097,11.554733
60.858196,11.55172
60.858368,11.552319
60.858425,11.552568
60.85632,11.557475
60.84847,11.569302
60.84424,11.585246
60.840603,11.591929
60.84057,11.591802
60.8403,11.592246
60.83934,11.594032
60.833813,11.603895
60.829613,11.607931
60.833076,11.614134
60.827923,11.621758
60.82253,11.633717
60.819275,11.646642
60.814213,11.66194
60.81064,11.681062
60.8078,11.700183
60.80773,11.7171955
60.798046,11.726777
60.7879,11.737315
60.777554,11.747009
60.766235,11.751783
60.75573,11.759461
60.74499,11.765794
60.73569,11.778529
60.727623,11.794978
60.719814,11.809708
60.7104,11.821279
60.70019,11.831371
60.68937,11.83876
60.678715,11.847435
60.66759,11.849604
60.65643,11.850362
60.64912,11.86472
60.642975,11.883877
60.63658,11.903938
60.63031,11.923645
60.624046,11.943346
60.617752,11.963331
60.61658,11.983644
60.61149,11.997715
60.61305,12.004662
60.61318,12.009887
60.61321,12.015131
60.613266,12.027019
60.610874,12.042674
60.601944,12.047722
60.591686,12.052383
60.581543,12.04976
60.57106,12.055686
60.5607,12.060777
60.552,12.068923
60.54379,12.062235
60.5351,12.061356
60.524334,12.064308
60.513466,12.07076
60.50291,12.077093
60.493683,12.077318
60.490547,12.078038
60.484985,12.072538
60.474194,12.068928
60.46422,12.061582
60.45725,12.058432
60.452095,12.05447
60.445248,12.044183
60.434917,12.0437155
60.42473,12.040855
60.416077,12.032357
60.406662,12.03615
60.397358,12.042927
60.388126,12.047888
60.378296,12.046291
60.368473,12.041883
60.359653,12.047757
60.352837,12.059921
60.34676,12.053164
60.340244,12.045186
60.33481,12.02992
60.32912,12.022166
60.328133,12.022237
60.32791,12.021385
60.328354,12.021577
60.33065,12.023183
60.337486,12.035665
60.341938,12.049646
60.348263,12.054783
60.355564,12.05739
60.36223,12.042624
60.37175,12.043251
60.380524,12.0473
60.38914,12.046257
60.39789,12.04276
60.4069,12.035992
60.41625,12.032362
60.42411,12.040085
60.43321,12.04373
60.443775,12.0426035
60.451084,12.052988
60.45522,12.058068
60.460827,12.059225
60.46795,12.06528
60.477722,12.069493
60.48768,12.075093
60.49741,12.078185
60.50599,12.075238
60.51438,12.070163
60.52439,12.064255
60.5353,12.0611105
60.54363,12.061983
60.551487,12.069076
60.560257,12.060859
60.570866,12.055738
60.580627,12.050246
60.590183,12.052045
60.600655,12.048266
60.61067,12.042887
60.61321,12.026103
60.613186,12.015551
60.613045,12.008705
60.611732,11.995314
60.617493,11.978634
60.61916,11.958667
60.625023,11.940126
60.631424,11.919945
60.637733,11.900112
60.644108,11.880125
60.650387,11.860466
60.658024,11.849545
60.668148,11.850003
60.677547,11.847791
60.687763,11.84069
60.69778,11.832022
60.70804,11.824101
60.71705,11.812904
60.72483,11.801832
60.72841,11.792685
60.733925,11.781473
60.742065,11.769114
60.752396,11.762352
60.762444,11.753992
60.77346,11.749415
60.783897,11.741518
60.79376,11.73117
60.804012,11.723432
60.80855,11.707135
60.80768,11.702227
60.806725,11.70938
60.80839,11.717738
60.81406,11.723037
60.82165,11.721024
60.829056,11.719537
60.834892,11.716786
60.84036,11.709079
60.84236,11.704481
60.847713,11.69907
60.85412,11.693542
60.86072,11.692094
60.867252,11.68727
60.87433,11.6821785
60.880486,11.673975
60.88736,11.671408
60.889267,11.675295
60.888935,11.685809
60.888103,11.688122
60.884262,11.696279
60.88073,11.702659
60.882412,11.7132
60.88108,11.719632
60.876434,11.726411
60.874527,11.733757
60.878094,11.741653
60.879776,11.751157
60.87886,11.762192
60.880005,11.773197
60.880756,11.784755
60.879284,11.795908
60.87714,11.804323
60.87534,11.814475
60.873253,11.878155
60.877224,11.87832
60.881554,11.88172
60.885902,11.880469
60.889996,11.876897
60.89361,11.881735
60.896774,11.887394
60.897472,11.8946495
60.89744,11.89504
60.898098,11.901838
60.898235,11.90135
60.89739,11.89541
60.896935,11.889388
60.89518,11.883282
60.8923,11.8796215
60.889515,11.876688
60.88622,11.87998
60.88306,11.882798
60.880154,11.878785
60.87712,11.878302
60.86989,11.861406
60.86862,11.852741
60.866917,11.846987
60.86384,11.851792
60.85968,11.85107
60.85639,11.846323
60.835762,11.809272
60.834747,11.79885
60.83425,11.7893505
60.834503,11.779222
60.83338,11.769617
60.832245,11.74542
60.83237,11.737099
60.829887,11.727766
60.82728,11.720411
60.821377,11.721022
60.812756,11.723343
60.80711,11.716074
60.803635,11.720726
60.79812,11.726657
60.78805,11.737077
60.777813,11.746814
60.76657,11.751665
60.75668,11.758315
60.74599,11.765054
60.73618,11.77739
60.727993,11.793939
60.71938,11.810135
60.709473,11.822357
60.699,11.831618
60.68831,11.839948
60.677505,11.847715
60.666573,11.848639
60.655457,11.850781
60.64865,11.865925
60.642406,11.885487
60.63591,11.90578
60.629345,11.926441
60.622887,11.946713
60.61721,11.967691
60.614513,11.988605
60.612648,12.005775
60.613197,12.015248
60.613228,12.026424
60.611565,12.041405
60.60299,12.047118
60.593952,12.051352
60.58448,12.049202
60.575333,12.053192
60.564667,12.058802
60.55499,12.067601
60.545902,12.06644
60.53815,12.057366
60.52699,12.063328
60.515526,12.069472
60.50544,12.07546
60.49678,12.077845
60.487045,12.07418
60.47592,12.069254
60.465485,12.062851
60.457638,12.058538
60.452103,12.054439
60.445614,12.0447235
60.435123,12.04364
60.424973,12.041117
60.415462,12.032162
60.40546,12.037142
60.39543,12.042604
60.386875,12.04906
60.375782,12.0451565
60.36416,12.041882
60.355827,12.056995
60.347557,12.05286
60.34036,12.045611
60.333748,12.027715
60.328793,12.0224
60.328114,12.022126
60.328114,12.022799
60.328083,12.02288
60.327896,12.021727
60.328,12.021374
60.32887,12.021767
60.33508,12.030257
60.340652,12.046077
60.34783,12.053008
60.35575,12.057103
60.363777,12.04176
60.375282,12.044875
60.386623,12.04917
60.397057,12.042936
60.405716,12.036908
60.414944,12.031995
60.423668,12.039405
60.4343,12.043718
60.445107,12.043859
60.45203,12.054483
60.456306,12.058195
60.462433,12.059695
60.47102,12.067408
60.48286,12.0702095
60.493523,12.077153
60.50329,12.076781
60.511986,12.071517
60.522503,12.065323
60.534164,12.062048
60.54392,12.062422
60.552715,12.068644
60.562157,12.059872
60.573128,12.054435
60.583614,12.048666
60.594482,12.050983
60.605606,12.0457735
60.612255,12.0398245
60.613235,12.028311
60.613224,12.016878
60.612946,12.007752
60.61316,11.991738
60.617393,11.9735155
60.62121,11.952237
60.62756,11.932211
60.634106,11.911696
60.640556,11.891295
60.647022,11.871026
60.653618,11.852038
60.66459,11.847111
60.674995,11.848637
60.686073,11.842455
60.69669,11.832301
60.707718,11.824422
60.71746,11.812493
60.726418,11.798134
60.73326,11.78245
60.740383,11.771097
60.751507,11.762946
60.762413,11.753881
60.773743,11.749218
60.78482,11.740425
60.795525,11.729248
60.80639,11.720834
60.808716,11.703628
60.807175,11.705421
60.80727,11.716077
60.810432,11.721396
60.81705,11.72272
60.824596,11.720145
60.831066,11.717976
60.83715,11.715595
60.84112,11.707911
60.843315,11.702882
60.85022,11.697681
60.857235,11.69375
60.864574,11.689688
60.872913,11.683148
60.87973,11.674922
60.88717,11.671481
60.889202,11.67505
60.888813,11.685891
60.888775,11.68629
60.887928,11.688749
60.883762,11.697551
60.88103,11.706166
60.882347,11.715482
60.87883,11.721354
60.874287,11.729237
60.876633,11.739325
60.87986,11.748312
60.878754,11.760268
60.87987,11.772477
60.88088,11.785923
60.878574,11.797907
60.867733,11.848769
60.86919,11.856317
60.87289,11.878074
60.8768,11.8783865
60.881428,11.88153
60.885902,11.880767
60.889503,11.87671
60.88989,11.876739
60.891106,11.874774
60.893944,11.869244
60.892574,11.865242
60.888424,11.866746
60.88463,11.862958
60.881447,11.859655
60.878323,11.864445
60.875393,11.866752
60.87445,11.858938
60.875507,11.836129
60.879627,11.826731
60.8829,11.817279
60.884468,11.804945
60.88644,11.79149
60.888615,11.77874
60.891476,11.769161
60.89339,11.763543
60.891068,11.7493105
60.893017,11.734708
60.89479,11.72151
60.89687,11.709105
60.8941,11.696971
60.88902,11.684941
60.890053,11.668969
60.893383,11.654068
60.894764,11.635392
60.897972,11.619355
60.901108,11.6026535
60.89885,11.592277
60.893005,11.575281
60.88485,11.565804
60.882504,11.556968
60.880116,11.550392
60.875584,11.548922
60.867,11.547328
60.85986,11.555199
60.858227,11.551769
60.858356,11.552312
60.858894,11.554075
60.85322,11.559805
60.846066,11.574902
60.8419,11.590425
60.840473,11.591824
60.840385,11.592087
60.840862,11.592323
60.84392,11.58172
60.848312,11.5695
60.854565,11.558752
60.858906,11.554215
60.857708,11.5552
60.857765,11.555274
60.857327,11.553665
60.85848,11.552642
60.859085,11.554434
60.859333,11.555214
60.8641,11.551771
60.870125,11.544768
60.87617,11.549248
60.880146,11.550112
60.881176,11.553025
60.883778,11.56128
60.885365,11.566725
60.891014,11.573658
60.89601,11.584623
60.901215,11.596674
60.902203,11.599544
60.90002,11.609083
60.89639,11.623081
60.894516,11.639165
60.893448,11.654866
60.890747,11.667108
60.888973,11.6792755
60.88841,11.687794
60.884773,11.695355
60.880817,11.7017765
60.88227,11.711566
60.88169,11.719125
60.87703,11.725477
60.874325,11.732588
60.87798,11.741221
60.879982,11.750345
60.87901,11.761476
60.87991,11.771948
60.880993,11.783254
60.879852,11.794804
60.877228,11.804328
60.867775,11.848842
60.868965,11.854828
60.86944,11.858345
60.872997,11.878131
60.873837,11.87805
60.877472,11.87827
60.88158,11.881597
60.88584,11.881137
60.889824,11.876694
60.893707,11.881917
60.896786,11.887717
60.897396,11.895645
60.89756,11.8981
60.898163,11.9018135
60.898163,11.900998
60.89758,11.894067
60.89669,11.88691
60.893703,11.881942
60.89074,11.87669
60.89248,11.871295
60.89426,11.866043
60.891296,11.866306
60.887463,11.865907
60.88397,11.862438
60.880898,11.859899
60.875546,11.866352
60.874184,11.8583765
60.87307,11.856599
60.875298,11.837316
60.87957,11.82819
60.88243,11.819306
60.883904,11.808826
60.885544,11.797818
60.887802,11.786152
60.889595,11.776005
60.892532,11.768019
60.893032,11.761362
60.890976,11.748955
60.89294,11.736808
60.8948,11.724208
60.89598,11.712722
60.895576,11.7006645
60.89163,11.689707
60.88896,11.678422
60.89092,11.663141
60.893837,11.649567
60.895176,11.632238
60.898216,11.617708
60.901493,11.601338
60.89826,11.591193
60.892403,11.574834
60.885017,11.566226
60.88295,11.558809
60.88052,11.552598
60.880447,11.549757
60.88034,11.550803
60.878906,11.549005
60.873043,11.546388
60.86567,11.548721
60.860115,11.555345
60.860245,11.552152
60.859814,11.54993
60.858547,11.552995
60.859764,11.5552435
60.864933,11.550105
60.871284,11.544712
60.8771,11.549155
60.88009,11.551079
60.88109,11.552768
60.881958,11.555206
60.883904,11.560596
60.885254,11.566451
60.889164,11.571645
60.894894,11.580605
60.900043,11.59441
60.902138,11.599544
60.899864,11.610183
60.896633,11.622885
60.8946,11.637695
60.89364,11.652714
60.891006,11.664824
60.88904,11.678188
60.890854,11.688148
60.89445,11.69728
60.89698,11.706737
60.89577,11.71538
60.89476,11.725358
60.893036,11.73329
60.89193,11.744025
60.893837,11.764611
60.898228,11.77064
60.903538,11.767326
60.908672,11.771755
60.91111,11.781294
60.913998,11.787659
60.918335,11.787624
60.92313,11.780795
60.928898,11.779145
60.934772,11.777851
60.934906,11.784055
60.931763,11.793357
60.928844,11.804651
60.928852,11.813965
60.92837,11.824324
60.927048,11.835052
60.924625,11.843895
60.922028,11.85431
60.919514,11.864159
60.91733,11.873798
60.913395,11.882499
60.909203,11.887274
60.90453,11.892025
60.90072,11.898714
60.898018,11.900003
60.897408,11.895159
60.89755,11.894934
60.89701,11.889911
60.895535,11.883626
60.892647,11.879893
60.889893,11.876643
60.886875,11.878224
60.884552,11.88296
60.881638,11.881695
60.879143,11.878537
60.878075,11.878309
60.87689,11.878423
60.869934,11.86148
60.8693,11.855492
60.87008,11.854344
60.873005,11.847386
60.875072,11.83852
60.87796,11.830522
60.879784,11.824855
60.88153,11.822461
60.88331,11.815112
60.88332,11.812994
60.885544,11.800123
60.887577,11.787048
60.889492,11.776274
60.892155,11.768209
60.893223,11.76279
60.891167,11.749625
60.893005,11.73549
60.89467,11.722582
60.896652,11.71106
60.895226,11.698508
60.890835,11.688129
60.889114,11.67647
60.88765,11.671206
60.880302,11.674195
60.873127,11.683014
60.863834,11.690295
60.85545,11.693528
60.847378,11.698908
60.84187,11.705868
60.837025,11.715712
60.82981,11.718601
60.822643,11.720607
60.81371,11.723019
60.807507,11.716272
60.80473,11.719455
60.800358,11.724868
60.790348,11.734653
60.779667,11.745688
60.768345,11.751051
60.758816,11.756164
60.747578,11.764399
60.737164,11.775752
60.72854,11.792328
60.719975,11.809388
60.713203,11.817077
60.711864,11.811503
60.71226,11.809588
60.713825,11.809542
60.717323,11.804148
60.720345,11.805923
60.719955,11.808233
60.720627,11.807527
60.719578,11.803242
60.715973,11.805817
60.713516,11.810605
60.713306,11.810745
60.712498,11.811011
60.713177,11.81699
60.72007,11.809198
60.72788,11.794131
60.735584,11.778506
60.744785,11.76585
60.755154,11.759928
60.765324,11.752115
60.77602,11.7478895
60.786068,11.739101
60.796062,11.728659
60.802437,11.723114
60.8067,11.7181
60.808044,11.717005
60.81257,11.723327
60.818348,11.722078
60.825413,11.719783
60.83159,11.717985
60.837467,11.715219
60.841927,11.705075
60.846195,11.699342
60.853233,11.694065
60.860344,11.692383
60.867752,11.686713
60.876083,11.68106
60.882763,11.671388
60.88918,11.670529
60.88912,11.676541
60.890965,11.688292
60.895096,11.697913
60.89682,11.709287
60.895393,11.719968
60.893345,11.730468
60.89228,11.743008
60.892895,11.754104
60.89434,11.765894
60.899307,11.7695265
60.905323,11.766657
60.91037,11.774738
60.91291,11.785328
60.916462,11.7883215
60.921535,11.782637
60.927826,11.779011
60.93416,11.777969
60.934868,11.783519
60.93168,11.793469
60.92891,11.805741
60.928455,11.81545
60.928143,11.827749
60.92584,11.838375
60.92317,11.84978
60.91994,11.86024
60.918694,11.871814
60.91435,11.8803
60.910175,11.886131
60.90078,11.898664
60.89756,11.8927
60.89722,11.89083
60.896626,11.886722
60.895733,11.884135
60.8947,11.883204
60.894245,11.866098
60.89041,11.866593
60.886284,11.865197
60.882942,11.860644
60.87852,11.86152
60.87496,11.839173
60.87923,11.82885
60.882725,11.818125
60.88457,11.804266
60.886612,11.790401
60.888626,11.778684
60.891006,11.770072
60.894196,11.76556
60.892838,11.753891
60.892838,11.741615
60.89463,11.726948
60.895714,11.71354
60.895714,11.701181
60.89154,11.6894245
60.889095,11.676715
60.891373,11.659245
60.89445,11.642542
60.89602,11.62445
60.89987,11.609515
60.901684,11.597618
60.89536,11.582584
60.888607,11.570817
60.883366,11.559426
60.880646,11.552477
60.88054,11.549745
60.88056,11.550567
60.878754,11.548837
60.871796,11.545002
60.86379,11.552319
60.855885,11.55774
60.848454,11.569163
60.84421,11.5842495
60.840485,11.592105
60.84036,11.592045
60.840782,11.592359
60.84405,11.579942
60.85074,11.5643835
60.858784,11.555493
60.860237,11.551211
60.859398,11.549902
60.8585,11.552752
60.86176,11.55532
60.867275,11.547072
60.873768,11.547073
60.87925,11.549004
60.88042,11.55252
60.882504,11.556877
60.885017,11.565872
60.889435,11.571979
60.895435,11.582563
60.90109,11.596343
60.9011,11.60235
60.89819,11.617466
60.895214,11.631443
60.894367,11.644007
60.891525,11.6587715
60.889297,11.67353
60.888935,11.685586
60.888737,11.6862135
60.887463,11.689497
60.883335,11.697866
60.880997,11.705765
60.882286,11.715146
60.87888,11.7211
60.87445,11.728785
60.875874,11.738515
60.879814,11.745793
60.878952,11.756643
60.879143,11.767085
60.8804,11.775943
60.881016,11.786417
60.878872,11.797326
60.876472,11.807761
60.874638,11.81796
60.87327,11.827387
60.877895,11.878229
60.88201,11.882063
60.886036,11.880543
60.88922,11.876554
60.88972,11.876551
60.890522,11.876844
60.89321,11.864883
60.874638,11.841049
60.878746,11.829686
60.88243,11.819366
60.88448,11.805163
60.886593,11.79046
60.888832,11.778177
60.891663,11.768895
60.89359,11.764122
60.891174,11.749722
60.893024,11.734259
60.89517,11.720672
60.896927,11.707789
60.89341,11.695477
60.888756,11.68234
60.888916,11.670562
60.88072,11.673746
60.872715,11.683388
60.863033,11.690922
60.853714,11.693704
60.845036,11.700491
60.840446,11.708939
60.83393,11.716888
60.828857,11.7195
60.82071,11.72126
60.81201,11.72326
60.8071,11.716333
60.802773,11.722384
60.799335,11.725648
60.78897,11.7361765
60.778767,11.746266
60.767616,11.751347
60.756443,11.758611
60.745377,11.765451
60.735394,11.77894
60.72715,11.796208
60.7179,11.81194
60.713215,11.817079
60.712204,11.811193
60.71655,11.804594
60.719826,11.805525
60.720657,11.8074045
60.72008,11.804928
60.71631,11.804896
60.71341,11.810634
60.712173,11.811274
60.713875,11.81701
60.723045,11.805014
60.73075,11.786751
60.74004,11.771549
60.751167,11.763108
60.762035,11.754222
60.773537,11.749303
60.784332,11.740943
60.795116,11.729725
60.802376,11.723578
60.806667,11.718272
60.809177,11.719294
60.815666,11.722997
60.824654,11.720018
60.832203,11.717868
60.8397,11.710432
60.843506,11.702759
60.85184,11.695895
60.86056,11.692208
60.869057,11.6859
60.878094,11.678171
60.885487,11.671561
60.88941,11.673553
60.88903,11.68548
60.88888,11.686276
60.887943,11.688759
60.88306,11.698011
60.881554,11.707717
60.88254,11.716973
60.87818,11.722745
60.874126,11.731415
60.87774,11.740697
60.87982,11.750408
60.878914,11.761637
60.880062,11.773345
60.880928,11.787592
60.878437,11.798621
60.876083,11.810371
60.874146,11.822407
60.87088,11.83288
60.867687,11.842512
60.867134,11.847569
60.86864,11.85299
60.869858,11.860997
60.896812,11.88832
60.89758,11.893183
60.869343,11.864863
60.869503,11.855347
60.874393,11.842319
60.879097,11.829119
60.882996,11.817061
60.885223,11.802308
60.887527,11.7872095
60.89001,11.774712
60.893967,11.767038
60.893215,11.75615
60.89232,11.742889
60.893723,11.72995
60.895737,11.7182045
60.896908,11.7050705
60.89277,11.693455
60.88875,11.68092
60.888786,11.670573
60.880104,11.674448
60.871143,11.684531
60.861298,11.691522
60.851967,11.69568
60.84306,11.703377
60.83865,11.712752
60.831444,11.71805
60.824192,11.7201185
60.816025,11.72291
60.808735,11.718448
60.805355,11.719192
60.800556,11.724831
60.790092,11.735026
60.779263,11.74599
60.76768,11.751337
60.756363,11.758728
60.745075,11.7657385
60.735157,11.779282
60.726955,11.796746
60.717842,11.8121
60.713158,11.817021
60.711777,11.811611
60.712353,11.809683
60.71248,11.810128
60.712597,11.810806
60.713306,11.817239
60.70519,11.82766
60.69377,11.833992
60.68323,11.84495
60.671528,11.84996
60.65979,11.84865
60.650547,11.860285
60.644276,11.879795
60.63767,11.90047
60.631187,11.920854
60.624702,11.941261
60.61813,11.96202
